subscription_id,user_id,plan_id,start_date,end_date,is_active
1252,690,15,2024-09-24,2025-02-21,False
1253,921,9,2022-07-31,2022-09-29,False
1254,2998,10,2025-05-11,2025-11-07,True
1255,989,14,2024-10-09,2025-10-04,True
1256,1772,7,2022-04-27,2023-03-23,False
1257,431,14,2023-07-28,2024-07-22,False
1258,1130,15,2023-05-31,2024-04-25,False
1259,2081,6,2024-05-09,2025-04-04,False
1260,1030,6,2022-06-20,2022-07-20,False
1261,415,12,2024-09-21,2025-01-19,False
1262,2400,8,2023-03-30,2024-01-24,False
1263,1777,11,2023-06-29,2023-08-28,False
1264,2903,8,2025-02-22,2025-12-19,True
1265,2317,7,2025-05-27,2026-02-21,True
1266,2735,7,2022-03-28,2023-01-22,False
1267,442,10,2025-08-09,2025-10-08,True
1268,2358,2,2022-08-29,2022-12-27,False
1269,1478,10,2025-05-21,2025-12-17,True
1270,1613,12,2022-03-23,2022-09-19,False
1271,2651,13,2024-06-20,2025-02-15,False
1272,2349,14,2024-12-06,2025-01-05,False
1273,1634,14,2025-07-10,2026-07-05,True
1274,1769,11,2022-02-22,2022-06-22,False
1275,2323,3,2022-02-19,2023-01-15,False
1276,1348,2,2023-08-22,2024-03-19,False
1277,117,12,2024-07-24,2024-12-21,False
1278,1469,14,2023-12-06,2024-06-03,False
1279,1019,5,2024-07-02,2024-08-01,False
1280,1330,8,2025-07-24,2025-12-21,True
1281,658,4,2025-02-17,2025-11-14,True
1282,2656,6,2024-04-01,2024-09-28,False
1283,705,14,2024-10-20,2024-12-19,False
1284,1368,6,2025-06-16,2026-03-13,True
1285,933,6,2023-09-19,2023-11-18,False
1286,2958,2,2025-08-02,2026-02-28,True
1287,1282,10,2024-10-15,2025-09-10,True
1288,763,13,2024-02-23,2024-06-22,False
1289,1085,14,2024-09-21,2025-03-20,False
1290,1381,13,2024-06-15,2024-12-12,False
1291,653,3,2023-10-24,2023-11-23,False
1292,457,4,2025-04-06,2025-09-03,True
1293,2074,12,2025-08-08,2026-05-05,True
1294,1214,13,2025-02-20,2025-11-17,True
1295,729,7,2025-06-20,2026-06-15,True
1296,312,4,2022-07-11,2022-09-09,False
1297,2915,10,2024-04-08,2024-09-05,False
1298,598,12,2023-11-28,2024-08-24,False
1299,1450,7,2022-09-30,2023-04-28,False
1300,425,14,2023-08-25,2024-06-20,False
1301,2336,2,2023-10-26,2024-02-23,False
1302,1813,14,2022-03-25,2022-07-23,False
1303,2245,3,2023-07-15,2023-08-14,False
1304,2026,4,2023-03-25,2023-07-23,False
1305,926,8,2025-08-19,2025-12-17,True
1306,596,1,2023-08-31,2023-12-29,False
1307,86,14,2025-06-07,2026-02-02,True
1308,1798,7,2025-02-13,2025-11-10,True
1309,2327,4,2024-04-24,2024-07-23,False
1310,2125,10,2024-03-29,2025-02-22,False
1311,2358,15,2024-03-03,2025-02-26,False
1312,1072,12,2024-01-16,2024-06-14,False
1313,1767,6,2024-01-17,2024-05-16,False
1314,1312,9,2024-01-02,2024-03-02,False
1315,2840,3,2023-10-21,2024-10-15,False
1316,1012,13,2025-01-07,2025-11-03,True
1317,528,2,2024-11-05,2025-10-31,True
1318,1949,9,2023-10-05,2023-12-04,False
1319,2475,4,2023-12-15,2024-12-09,False
1320,2876,11,2025-02-08,2025-06-08,False
1321,1906,5,2025-03-22,2025-04-21,False
1322,1886,10,2024-06-15,2025-02-10,False
1323,2421,7,2022-05-13,2022-08-11,False
1324,91,9,2024-07-07,2025-04-03,False
1325,2664,1,2023-12-13,2024-08-09,False
1326,2894,3,2022-05-11,2023-04-06,False
1327,1452,2,2023-07-20,2024-05-15,False
1328,1033,15,2022-02-26,2023-02-21,False
1329,2449,8,2024-06-01,2025-05-27,False
1330,547,7,2023-03-17,2024-02-10,False
1331,1852,5,2025-01-07,2026-01-02,True
1332,2764,5,2023-11-08,2024-03-07,False
1333,2335,13,2024-11-06,2025-06-04,False
1334,591,13,2025-01-10,2025-12-06,True
1335,2404,6,2022-01-14,2022-11-10,False
1336,217,12,2024-01-04,2024-10-30,False
1337,491,13,2022-05-26,2023-03-22,False
1338,261,9,2024-04-27,2025-04-22,False
1339,661,12,2023-02-03,2023-06-03,False
1340,2464,13,2023-01-03,2023-04-03,False
1341,121,11,2024-10-10,2025-10-05,True
1342,490,6,2022-07-02,2022-08-31,False
1343,1653,10,2024-03-04,2024-09-30,False
1344,1562,12,2024-08-29,2024-11-27,False
1345,1407,3,2022-07-16,2022-12-13,False
1346,1455,3,2024-05-31,2024-10-28,False
1347,2047,2,2023-01-13,2023-06-12,False
1348,1645,4,2023-04-10,2023-10-07,False
1349,2652,11,2022-06-17,2022-12-14,False
1350,1851,13,2022-07-12,2023-04-08,False
1351,1056,1,2025-05-26,2025-06-25,False
1352,2282,1,2024-02-04,2024-04-04,False
1353,691,1,2024-12-19,2025-01-18,False
1354,20,6,2024-02-27,2024-07-26,False
1355,114,13,2025-03-09,2026-01-03,True
1356,1536,14,2022-05-23,2022-08-21,False
1357,773,11,2025-06-25,2026-02-20,True
1358,745,9,2023-03-24,2023-09-20,False
1359,398,14,2022-11-13,2023-09-09,False
1360,1533,10,2022-12-29,2023-08-26,False
1361,2894,14,2022-12-30,2023-09-26,False
1362,610,14,2024-06-30,2024-07-30,False
1363,2549,1,2025-01-05,2025-03-06,False
1364,1277,15,2023-08-20,2023-10-19,False
1365,1430,11,2023-01-05,2023-11-01,False
1366,2124,3,2022-07-24,2023-03-21,False
1367,792,10,2022-11-14,2023-09-10,False
1368,1382,8,2025-01-27,2025-08-25,False
1369,1835,2,2025-02-09,2025-04-10,False
1370,1386,4,2024-01-19,2024-04-18,False
1371,981,14,2024-10-02,2025-01-30,False
1372,1656,1,2024-01-04,2024-02-03,False
1373,1968,13,2025-04-25,2025-06-24,False
1374,2130,2,2023-10-19,2024-07-15,False
1375,2307,10,2024-12-25,2025-09-21,True
1376,1615,13,2025-01-23,2025-12-19,True
1377,824,5,2023-10-19,2024-01-17,False
1378,1835,13,2023-02-10,2023-07-10,False
1379,2566,7,2024-04-07,2024-11-03,False
1380,1545,2,2024-10-01,2024-10-31,False
1381,2013,2,2023-10-21,2024-07-17,False
1382,1983,10,2024-03-07,2024-08-04,False
1383,2039,13,2023-08-12,2024-07-07,False
1384,2863,1,2024-12-16,2025-01-15,False
1385,771,2,2023-09-21,2024-07-17,False
1386,2340,9,2022-12-22,2023-11-17,False
1387,1285,12,2022-04-09,2023-01-04,False
1388,115,1,2023-09-13,2024-04-10,False
1389,772,6,2025-01-06,2025-02-05,False
1390,2803,14,2024-06-07,2025-06-02,False
1391,2083,9,2023-01-01,2023-09-28,False
1392,1519,11,2022-04-02,2022-07-31,False
1393,405,8,2023-01-16,2023-05-16,False
1394,2919,6,2022-05-30,2023-05-25,False
1395,834,8,2023-02-28,2023-12-25,False
1396,2624,10,2022-02-01,2022-03-03,False
1397,1563,4,2022-08-27,2023-01-24,False
1398,20,15,2023-05-08,2024-04-02,False
1399,1355,3,2024-03-09,2024-07-07,False
1400,1523,15,2024-04-03,2024-05-03,False
1401,639,3,2025-05-11,2025-09-08,True
1402,2547,11,2023-06-13,2024-01-09,False
1403,2787,10,2025-07-06,2025-12-03,True
1404,840,15,2025-08-31,2026-08-26,True
1405,1117,7,2022-01-21,2022-08-19,False
1406,1695,7,2023-07-24,2023-11-21,False
1407,2000,5,2025-05-14,2025-06-13,False
1408,2567,12,2024-03-20,2024-04-19,False
1409,2851,13,2024-07-08,2024-10-06,False
1410,2716,12,2023-04-02,2023-06-01,False
1411,2612,2,2022-08-25,2022-11-23,False
1412,2002,2,2023-01-11,2023-10-08,False
1413,1341,3,2023-06-10,2024-05-05,False
1414,2929,15,2024-03-26,2024-08-23,False
1415,2197,5,2023-08-07,2024-06-02,False
1416,1072,2,2022-09-02,2023-03-31,False
1417,828,2,2025-02-10,2025-10-08,True
1418,823,3,2024-11-27,2024-12-27,False
1419,1921,8,2022-08-12,2022-10-11,False
1420,937,1,2024-03-05,2024-06-03,False
1421,343,13,2022-05-19,2022-09-16,False
1422,1786,10,2024-01-30,2024-09-26,False
1423,585,8,2025-05-07,2025-06-06,False
1424,2716,15,2024-10-28,2025-02-25,False
1425,862,12,2023-10-14,2023-11-13,False
1426,2330,1,2022-11-09,2023-05-08,False
1427,1028,15,2022-12-26,2023-06-24,False
1428,1893,4,2025-08-12,2025-09-11,True
1429,1603,7,2022-11-10,2023-04-09,False
1430,2071,2,2023-04-07,2023-07-06,False
1431,2570,4,2023-11-19,2024-10-14,False
1432,2954,8,2022-02-21,2022-10-19,False
1433,285,14,2023-05-19,2024-03-14,False
1434,2165,5,2025-02-14,2025-05-15,False
1435,588,9,2023-10-13,2023-11-12,False
1436,457,11,2022-05-14,2022-12-10,False
1437,2122,9,2022-02-05,2022-12-02,False
1438,2952,3,2023-10-21,2024-04-18,False
1439,158,3,2022-08-01,2023-06-27,False
1440,958,1,2024-02-20,2024-03-21,False
1441,2305,1,2024-03-04,2024-12-29,False
1442,491,14,2023-04-05,2024-02-29,False
1443,145,10,2025-01-22,2025-03-23,False
1444,82,11,2024-09-02,2025-06-29,False
1445,2642,7,2023-08-02,2024-06-27,False
1446,2524,7,2024-07-09,2025-07-04,False
1447,974,11,2024-10-01,2025-07-28,False
1448,1025,6,2025-07-27,2026-03-24,True
1449,1963,15,2022-11-10,2023-07-08,False
1450,2198,15,2024-01-08,2024-05-07,False
1451,592,5,2025-07-28,2026-07-23,True
1452,715,7,2023-06-11,2023-09-09,False
1453,1508,12,2022-02-12,2022-09-10,False
1454,1229,3,2022-03-29,2022-11-24,False
1455,1681,12,2025-01-13,2025-05-13,False
1456,1648,3,2025-07-07,2026-01-03,True
1457,853,7,2024-05-12,2024-12-08,False
1458,1887,12,2024-07-15,2025-03-12,False
1459,1592,8,2024-01-15,2024-07-13,False
1460,1336,11,2024-03-27,2024-06-25,False
1461,2963,9,2023-02-26,2023-06-26,False
1462,889,12,2023-01-27,2023-11-23,False
1463,798,14,2025-06-21,2025-12-18,True
1464,1898,9,2024-04-16,2024-10-13,False
1465,2638,5,2023-03-14,2023-10-10,False
1466,579,8,2022-08-11,2023-05-08,False
1467,2672,8,2023-09-08,2024-07-04,False
1468,1689,1,2023-02-13,2023-06-13,False
1469,1384,9,2022-11-17,2023-10-13,False
1470,1575,15,2024-11-25,2025-06-23,False
1471,739,8,2022-02-18,2023-02-13,False
1472,846,7,2025-03-08,2026-02-01,True
1473,706,5,2025-02-27,2025-05-28,False
1474,2627,7,2025-03-23,2025-07-21,False
1475,618,7,2023-10-11,2024-06-07,False
1476,1007,14,2022-09-25,2023-05-23,False
1477,1296,10,2025-06-08,2026-03-05,True
1478,2573,15,2022-03-14,2023-02-07,False
1479,398,13,2022-05-14,2022-07-13,False
1480,88,1,2022-04-19,2022-10-16,False
1481,369,6,2024-01-01,2024-04-30,False
1482,617,4,2023-09-22,2023-11-21,False
1483,1487,10,2023-10-09,2024-08-04,False
1484,1830,8,2023-11-25,2024-11-19,False
1485,718,5,2023-09-14,2023-11-13,False
1486,2302,3,2022-11-08,2023-02-06,False
1487,1701,2,2024-12-26,2025-10-22,True
1488,1679,3,2025-02-24,2025-11-21,True
1489,2576,8,2023-07-30,2024-07-24,False
1490,1022,2,2022-10-28,2023-06-25,False
1491,398,13,2022-03-22,2022-06-20,False
1492,1561,8,2024-02-16,2024-10-13,False
1493,699,13,2022-02-10,2022-12-07,False
1494,2819,14,2024-01-13,2024-09-09,False
1495,2396,10,2023-01-08,2023-09-05,False
1496,82,8,2025-03-06,2025-09-02,True
1497,1392,2,2024-01-28,2024-03-28,False
1498,726,3,2025-07-02,2025-11-29,True
1499,2775,7,2022-11-03,2023-01-02,False
1500,2740,4,2025-07-22,2026-01-18,True
1501,1198,12,2022-06-20,2022-12-17,False
1502,2470,13,2024-10-10,2024-11-09,False
1503,2548,15,2025-04-23,2025-11-19,True
1504,693,6,2023-06-02,2023-09-30,False
1505,2103,5,2024-12-01,2024-12-31,False
1506,2006,6,2022-12-08,2023-01-07,False
1507,2660,4,2023-09-20,2024-02-17,False
1508,1839,7,2023-11-23,2023-12-23,False
1509,1118,12,2024-07-27,2025-06-22,False
1510,329,6,2025-02-03,2025-03-05,False
1511,536,14,2025-07-02,2025-08-01,False
1512,2350,1,2023-09-12,2024-04-09,False
1513,818,15,2024-08-20,2025-03-18,False
1514,1591,1,2023-07-08,2024-07-02,False
1515,1537,6,2024-01-22,2024-10-18,False
1516,1739,7,2023-12-02,2024-03-01,False
1517,1419,12,2023-06-20,2024-03-16,False
1518,791,8,2023-07-31,2023-12-28,False
1519,342,15,2024-07-10,2025-06-05,False
1520,348,13,2023-10-15,2024-07-11,False
1521,465,1,2022-09-21,2022-11-20,False
1522,996,2,2022-12-29,2023-06-27,False
1523,267,3,2025-03-17,2025-07-15,False
1524,358,14,2022-06-04,2022-07-04,False
1525,2962,1,2023-11-30,2024-09-25,False
1526,289,3,2025-04-08,2026-03-04,True
1527,1888,11,2023-11-09,2024-10-04,False
1528,434,10,2022-09-07,2022-10-07,False
1529,2885,3,2023-02-13,2024-02-08,False
1530,333,3,2022-07-07,2023-07-02,False
1531,376,1,2024-06-05,2025-05-01,False
1532,955,4,2022-04-13,2023-04-08,False
1533,326,7,2023-10-19,2024-09-13,False
1534,2169,4,2024-09-01,2024-12-30,False
1535,2901,8,2025-05-24,2026-05-19,True
1536,763,8,2023-08-13,2024-08-07,False
1537,2770,10,2022-05-06,2023-01-01,False
1538,758,9,2022-01-13,2022-03-14,False
1539,721,4,2023-06-24,2023-09-22,False
1540,2221,10,2023-01-23,2024-01-18,False
1541,508,12,2022-06-05,2022-10-03,False
1542,767,14,2023-10-21,2024-02-18,False
1543,666,7,2025-07-25,2026-05-21,True
1544,1216,10,2024-04-24,2025-01-19,False
1545,2624,5,2023-03-23,2023-10-19,False
1546,1028,14,2023-12-08,2024-12-02,False
1547,987,9,2022-01-15,2022-12-11,False
1548,2800,5,2023-07-31,2023-10-29,False
1549,265,1,2022-05-09,2023-01-04,False
1550,1410,15,2022-05-04,2023-02-28,False
1551,1762,2,2024-07-02,2024-08-01,False
1552,2763,2,2023-10-15,2024-08-10,False
1553,1481,12,2025-05-25,2026-04-20,True
1554,270,10,2023-06-22,2024-06-16,False
1555,1307,8,2024-01-04,2024-12-29,False
1556,1968,6,2024-10-20,2025-03-19,False
1557,2004,6,2025-01-23,2026-01-18,True
1558,780,4,2025-04-17,2025-07-16,False
1559,175,12,2023-12-24,2024-07-21,False
1560,1905,15,2024-08-03,2025-01-30,False
1561,1652,8,2024-08-09,2025-04-06,False
1562,626,3,2024-02-29,2024-09-26,False
1563,101,14,2022-10-13,2023-04-11,False
1564,1563,14,2025-07-18,2025-10-16,True
1565,1637,6,2022-01-29,2022-08-27,False
1566,2711,15,2022-12-20,2023-03-20,False
1567,2429,3,2023-03-21,2023-05-20,False
1568,68,7,2024-08-25,2024-11-23,False
1569,1110,6,2023-02-10,2023-03-12,False
1570,2038,7,2022-11-21,2023-04-20,False
1571,2251,5,2023-04-12,2023-08-10,False
1572,1993,10,2024-10-19,2025-05-17,False
1573,1783,14,2022-11-24,2023-07-22,False
1574,2728,1,2023-12-25,2024-02-23,False
1575,275,6,2024-09-03,2025-06-30,False
1576,1186,3,2023-04-27,2024-01-22,False
1577,2025,13,2023-03-20,2023-10-16,False
1578,2010,1,2023-09-23,2024-08-18,False
1579,650,6,2025-07-15,2025-12-12,True
1580,2802,10,2024-05-28,2025-03-24,False
1581,500,10,2022-09-23,2023-06-20,False
1582,1155,6,2024-02-04,2025-01-29,False
1583,525,6,2025-03-03,2025-10-29,True
1584,259,1,2024-07-04,2024-12-31,False
1585,1709,4,2023-03-05,2023-09-01,False
1586,2820,4,2023-10-03,2024-08-28,False
1587,1951,13,2023-07-29,2024-04-24,False
1588,1396,10,2023-11-10,2024-11-04,False
1589,797,15,2022-09-18,2023-03-17,False
1590,2592,10,2023-04-14,2024-04-08,False
1591,2429,10,2023-05-01,2023-08-29,False
1592,2002,10,2024-08-20,2024-09-19,False
1593,1284,9,2022-07-15,2023-02-10,False
1594,608,10,2023-10-21,2023-12-20,False
1595,2168,8,2024-08-05,2025-06-01,False
1596,2982,5,2022-05-18,2023-01-13,False
1597,1596,13,2023-01-31,2023-06-30,False
1598,2916,3,2024-01-16,2024-02-15,False
1599,1941,4,2023-04-03,2024-02-27,False
1600,13,6,2023-12-31,2024-10-26,False
1601,1977,9,2022-10-27,2023-03-26,False
1602,1311,8,2023-10-06,2024-08-01,False
1603,2197,4,2025-08-15,2025-12-13,True
1604,2448,10,2022-09-04,2023-02-01,False
1605,249,12,2023-02-04,2023-11-01,False
1606,2065,5,2023-05-24,2023-12-20,False
1607,1733,12,2022-01-23,2022-06-22,False
1608,1070,4,2022-10-23,2023-03-22,False
1609,104,1,2025-08-27,2026-07-23,True
1610,1727,2,2024-01-25,2024-09-21,False
1611,605,8,2025-07-05,2026-01-31,True
1612,2275,3,2025-05-01,2025-12-27,True
1613,1287,2,2023-07-15,2024-03-11,False
1614,1131,4,2025-05-27,2026-01-22,True
1615,1167,3,2025-04-16,2025-07-15,False
1616,1323,1,2022-09-11,2022-10-11,False
1617,1338,9,2024-09-04,2025-03-03,False
1618,581,6,2024-02-08,2024-11-04,False
1619,105,11,2024-06-08,2025-05-04,False
1620,1327,7,2022-12-31,2023-06-29,False
1621,2512,14,2022-03-12,2023-02-05,False
1622,1159,6,2025-03-04,2025-12-29,True
1623,162,15,2024-11-13,2024-12-13,False
1624,2961,12,2022-09-28,2023-05-26,False
1625,262,15,2022-05-20,2022-08-18,False
1626,621,2,2024-12-06,2025-03-06,False
1627,2924,4,2022-07-08,2023-01-04,False
1628,1463,6,2022-06-16,2023-01-12,False
1629,1408,13,2022-05-23,2023-01-18,False
1630,1641,9,2022-05-08,2023-02-02,False
1631,1706,11,2024-03-21,2025-03-16,False
1632,635,9,2022-07-03,2022-10-31,False
1633,1838,3,2022-08-25,2023-01-22,False
1634,932,4,2022-04-26,2023-03-22,False
1635,2800,9,2022-02-19,2022-03-21,False
1636,2634,14,2023-04-07,2023-12-03,False
1637,174,1,2023-03-25,2023-07-23,False
1638,626,14,2022-10-09,2023-07-06,False
1639,1309,6,2024-03-04,2025-01-28,False
1640,2746,7,2022-02-09,2022-11-06,False
1641,1187,8,2022-02-18,2023-01-14,False
1642,2928,12,2024-04-29,2025-01-24,False
1643,279,1,2023-02-14,2023-12-11,False
1644,148,4,2023-04-16,2024-02-10,False
1645,2014,1,2023-12-17,2024-12-11,False
1646,331,10,2024-01-24,2024-10-20,False
1647,673,7,2023-03-12,2023-06-10,False
1648,2197,1,2025-07-09,2026-07-04,True
1649,2551,5,2023-06-29,2024-03-25,False
1650,1534,9,2024-03-06,2024-06-04,False
1651,826,13,2025-05-29,2025-10-26,True
1652,1371,4,2023-11-01,2024-03-30,False
1653,1609,2,2025-08-25,2026-01-22,True
1654,1850,1,2024-07-01,2025-04-27,False
1655,2669,11,2024-11-14,2025-06-12,False
1656,839,3,2022-08-19,2022-09-18,False
1657,1588,13,2022-08-07,2023-08-02,False
1658,843,4,2025-03-13,2026-03-08,True
1659,1224,14,2023-03-15,2024-01-09,False
1660,1243,6,2024-08-07,2024-09-06,False
1661,2654,11,2023-04-16,2024-02-10,False
1662,1034,4,2024-11-12,2024-12-12,False
1663,1270,1,2023-03-20,2023-06-18,False
1664,1368,4,2024-10-20,2025-10-15,True
1665,1592,12,2023-11-02,2024-06-29,False
1666,1601,10,2022-12-05,2023-08-02,False
1667,1967,9,2025-05-07,2025-10-04,True
1668,2733,14,2023-05-24,2023-07-23,False
1669,2525,2,2022-01-01,2022-01-31,False
1670,2537,1,2022-01-23,2022-06-22,False
1671,1,5,2024-06-30,2025-01-26,False
1672,2985,10,2022-11-23,2023-01-22,False
1673,220,6,2023-03-17,2024-02-10,False
1674,782,7,2024-02-03,2024-04-03,False
1675,1147,7,2025-08-31,2025-09-30,True
1676,1219,13,2022-03-13,2022-05-12,False
1677,1238,3,2023-06-23,2024-02-18,False
1678,839,2,2025-07-27,2026-07-22,True
1679,2793,13,2022-03-04,2022-10-30,False
1680,716,1,2022-08-19,2022-10-18,False
1681,2969,4,2024-07-21,2025-05-17,False
1682,2847,9,2023-07-14,2023-12-11,False
1683,93,12,2025-02-27,2025-10-25,True
1684,260,12,2022-11-10,2023-03-10,False
1685,267,7,2024-02-12,2024-03-13,False
1686,153,8,2024-06-04,2025-01-30,False
1687,1690,3,2022-01-28,2022-11-24,False
1688,181,11,2022-05-10,2022-10-07,False
1689,2908,5,2024-09-08,2025-01-06,False
1690,1095,1,2023-07-11,2023-11-08,False
1691,962,12,2024-07-06,2024-08-05,False
1692,2664,1,2025-02-27,2025-09-25,True
1693,2290,12,2024-09-27,2025-01-25,False
1694,2931,14,2022-04-07,2022-09-04,False
1695,1492,2,2025-05-09,2025-11-05,True
1696,1869,14,2024-08-25,2025-05-22,False
1697,672,6,2024-01-31,2025-01-25,False
1698,2257,9,2022-10-26,2023-04-24,False
1699,2619,6,2024-04-13,2024-07-12,False
1700,2377,7,2024-02-02,2024-09-29,False
1701,1424,13,2023-08-22,2023-11-20,False
1702,2756,13,2024-10-09,2025-09-04,True
1703,2222,7,2024-01-08,2024-08-05,False
1704,355,10,2023-06-03,2023-09-01,False
1705,1364,15,2024-01-05,2024-11-30,False
1706,1912,8,2025-01-09,2025-12-05,True
1707,673,15,2022-03-29,2022-09-25,False
1708,2075,15,2025-07-04,2025-10-02,True
1709,2453,6,2025-01-11,2025-12-07,True
1710,654,14,2025-03-20,2025-06-18,False
1711,844,14,2024-03-22,2024-05-21,False
1712,1717,15,2022-08-18,2023-05-15,False
1713,2229,1,2024-11-30,2025-01-29,False
1714,2358,1,2023-06-06,2024-03-02,False
1715,2723,3,2023-04-10,2024-03-05,False
1716,2908,13,2023-11-17,2024-07-14,False
1717,479,6,2024-02-04,2024-10-31,False
1718,1618,9,2024-03-15,2024-07-13,False
1719,2364,6,2024-04-15,2025-04-10,False
1720,436,4,2025-08-04,2026-06-30,True
1721,1859,3,2023-01-21,2024-01-16,False
1722,3,15,2024-10-30,2024-12-29,False
1723,2029,3,2022-05-28,2023-05-23,False
1724,1256,4,2024-04-11,2024-09-08,False
1725,858,9,2025-07-31,2025-09-29,True
1726,783,1,2022-02-03,2022-03-05,False
1727,1212,2,2023-03-01,2023-05-30,False
1728,2788,2,2022-05-18,2022-10-15,False
1729,1854,2,2024-05-14,2024-11-10,False
1730,2710,7,2022-01-22,2023-01-17,False
1731,2448,5,2023-12-04,2024-07-01,False
1732,1536,4,2023-09-15,2024-04-12,False
1733,2537,10,2024-09-06,2025-08-02,False
1734,2519,10,2022-03-27,2023-02-20,False
1735,2013,1,2024-10-20,2025-04-18,False
1736,1440,1,2023-06-08,2024-06-02,False
1737,1940,14,2024-02-25,2024-11-21,False
1738,402,7,2025-04-17,2026-02-11,True
1739,1438,11,2024-10-01,2024-10-31,False
1740,1557,1,2024-09-25,2024-11-24,False
1741,1946,5,2025-01-18,2025-03-19,False
1742,340,4,2025-07-16,2025-09-14,True
1743,1863,7,2023-11-22,2024-03-21,False
1744,2473,8,2022-03-12,2022-09-08,False
1745,1269,9,2024-07-13,2024-11-10,False
1746,2514,7,2022-07-14,2022-08-13,False
1747,2801,3,2025-04-30,2026-03-26,True
1748,116,15,2024-11-02,2025-06-30,False
1749,284,9,2023-01-07,2023-09-04,False
1750,1126,12,2025-03-03,2025-09-29,True
1751,2195,11,2022-04-10,2022-09-07,False
1752,2399,2,2024-11-24,2025-07-22,False
1753,713,15,2024-07-14,2024-12-11,False
1754,667,1,2023-08-18,2024-06-13,False
1755,1358,7,2022-08-13,2023-07-09,False
1756,635,14,2022-06-07,2022-10-05,False
1757,1975,8,2023-05-26,2023-06-25,False
1758,1587,13,2025-09-01,2025-11-30,True
1759,1544,1,2023-09-12,2023-12-11,False
1760,916,6,2025-04-10,2025-12-06,True
1761,937,12,2024-06-29,2025-06-24,False
1762,476,2,2022-12-03,2023-03-03,False
1763,541,12,2025-05-24,2026-03-20,True
1764,97,8,2024-10-13,2025-04-11,False
1765,2863,7,2022-02-12,2023-02-07,False
1766,2152,15,2024-01-25,2024-12-20,False
1767,2227,2,2024-05-07,2025-01-02,False
1768,138,5,2024-06-12,2025-03-09,False
1769,2876,7,2022-05-18,2022-07-17,False
1770,358,5,2024-01-03,2024-08-30,False
1771,1644,9,2023-05-14,2023-08-12,False
1772,496,1,2022-11-28,2023-01-27,False
1773,2337,3,2023-02-07,2023-10-05,False
1774,2703,9,2024-02-04,2024-10-31,False
1775,1078,8,2022-05-17,2023-04-12,False
1776,760,10,2024-04-26,2024-06-25,False
1777,2293,1,2023-04-21,2023-08-19,False
1778,604,5,2022-09-30,2023-09-25,False
1779,2874,7,2022-01-23,2022-07-22,False
1780,246,9,2022-01-25,2022-03-26,False
1781,2149,11,2023-06-29,2024-04-24,False
1782,2174,1,2023-09-14,2023-12-13,False
1783,1309,15,2023-05-15,2024-01-10,False
1784,875,4,2024-08-30,2025-04-27,False
1785,1961,4,2022-07-22,2022-10-20,False
1786,1589,9,2025-07-21,2026-06-16,True
1787,2218,14,2022-05-26,2022-08-24,False
1788,2733,3,2024-11-10,2025-02-08,False
1789,279,8,2024-11-17,2025-01-16,False
1790,2319,3,2023-05-21,2024-04-15,False
1791,1694,14,2025-07-05,2026-01-01,True
1792,924,14,2023-06-22,2024-01-18,False
1793,245,13,2024-06-03,2024-07-03,False
1794,1313,13,2024-03-19,2024-04-18,False
1795,789,11,2024-02-05,2024-09-02,False
1796,1843,10,2023-04-06,2024-03-31,False
1797,522,8,2025-06-13,2026-03-10,True
1798,1666,11,2025-07-25,2025-10-23,True
1799,989,10,2024-12-03,2025-05-02,False
1800,2037,13,2022-06-03,2022-12-30,False
1801,2457,1,2024-05-04,2024-07-03,False
1802,2301,2,2022-10-26,2023-09-21,False
1803,164,6,2023-07-23,2024-02-18,False
1804,1151,8,2025-08-24,2026-02-20,True
1805,1244,14,2025-01-01,2025-10-28,True
1806,1340,15,2023-09-24,2024-05-21,False
1807,2095,8,2024-03-01,2025-02-24,False
1808,2415,12,2025-02-21,2026-01-17,True
1809,2479,10,2025-03-21,2025-06-19,False
1810,1923,6,2022-07-06,2023-07-01,False
1811,2006,6,2024-12-27,2025-09-23,True
1812,2525,11,2022-05-09,2022-10-06,False
1813,2577,5,2023-07-10,2023-12-07,False
1814,2435,9,2023-04-12,2023-10-09,False
1815,1328,15,2023-05-06,2024-03-01,False
1816,784,6,2023-09-20,2024-01-18,False
1817,1373,9,2024-04-22,2024-09-19,False
1818,1081,10,2024-05-18,2025-04-13,False
1819,2700,4,2025-06-09,2025-09-07,True
1820,2820,5,2023-01-25,2023-12-21,False
1821,2810,6,2025-01-16,2025-10-13,True
1822,1316,4,2024-08-05,2025-06-01,False
1823,2131,3,2022-08-29,2023-08-24,False
1824,2961,15,2023-08-20,2024-07-15,False
1825,1012,4,2025-05-09,2026-04-04,True
1826,1382,3,2025-08-19,2026-04-16,True
1827,1536,4,2024-03-13,2024-11-08,False
1828,2938,5,2025-03-09,2025-11-04,True
1829,2202,6,2022-10-27,2023-03-26,False
1830,2483,2,2023-06-02,2023-08-01,False
1831,1543,14,2025-02-01,2025-08-30,False
1832,14,2,2023-01-22,2023-06-21,False
1833,2028,8,2025-02-01,2025-11-28,True
1834,1135,9,2025-03-08,2025-10-04,True
1835,816,5,2022-04-15,2022-11-11,False
1836,2573,8,2025-05-04,2025-07-03,False
1837,1952,7,2024-03-03,2024-08-30,False
1838,490,3,2023-01-06,2023-03-07,False
1839,1481,13,2022-04-22,2022-05-22,False
1840,288,5,2022-08-09,2023-05-06,False
1841,2193,5,2022-09-18,2022-11-17,False
