payment_id,user_id,amount,payment_date,plan_id,status
1992,1893,6.99,2025-05-26,13,successful
1993,2345,17.99,2024-01-16,7,successful
1994,1288,24.99,2024-11-05,8,successful
1995,2753,24.99,2023-11-07,8,successful
1996,2262,14.99,2024-02-14,2,successful
1997,1268,59.99,2023-03-23,14,failed
1998,2774,9.99,2024-09-28,1,successful
1999,2841,49.99,2022-04-27,4,failed
2000,2672,0.0,2022-07-20,11,successful
2001,1909,24.99,2024-03-05,8,successful
2002,2811,0.0,2023-01-31,11,successful
2003,105,0.0,2025-07-06,11,successful
2004,2081,29.99,2023-03-23,9,successful
2005,642,19.99,2023-01-26,3,successful
2006,2915,29.99,2023-10-21,9,successful
2007,968,199.99,2023-01-23,15,successful
2008,2408,39.99,2023-11-28,10,successful
2009,2271,12.99,2022-03-30,6,successful
2010,919,14.99,2022-10-11,2,failed
2011,2800,6.99,2024-03-15,13,successful
2012,650,24.99,2023-05-03,8,successful
2013,2749,4.99,2023-11-09,12,successful
2014,1167,39.99,2024-07-11,10,successful
2015,2434,4.99,2022-04-20,12,successful
2016,525,49.99,2023-07-03,4,successful
2017,307,5.99,2024-05-18,5,successful
2018,1351,199.99,2022-03-10,15,successful
2019,2910,12.99,2023-10-05,6,successful
2020,2847,24.99,2022-03-27,8,failed
2021,610,9.99,2022-03-25,1,successful
2022,1927,5.99,2022-05-31,5,successful
2023,1267,5.99,2024-01-09,5,successful
2024,1926,6.99,2024-03-13,13,successful
2025,656,14.99,2025-02-02,2,successful
2026,2715,39.99,2022-07-10,10,failed
2027,605,24.99,2022-01-30,8,successful
2028,1331,9.99,2024-06-15,1,successful
2029,424,199.99,2022-11-12,15,successful
2030,613,199.99,2025-01-13,15,successful
2031,2688,4.99,2025-07-18,12,successful
2032,1582,5.99,2023-08-04,5,successful
2033,2847,12.99,2023-05-24,6,successful
2034,1052,12.99,2024-01-28,6,successful
2035,1394,39.99,2023-11-13,10,successful
2036,1671,49.99,2023-11-13,4,successful
2037,2047,24.99,2024-09-24,8,successful
2038,2482,6.99,2023-10-01,13,failed
2039,887,49.99,2025-08-16,4,successful
2040,1680,59.99,2023-01-28,14,successful
2041,2461,9.99,2023-06-23,1,successful
2042,1684,9.99,2022-03-01,1,successful
2043,2844,4.99,2023-05-16,12,successful
2044,1545,4.99,2022-10-19,12,failed
2045,1738,199.99,2025-02-26,15,successful
2046,2809,19.99,2022-11-03,3,successful
2047,1820,12.99,2023-11-22,6,successful
2048,1641,14.99,2024-07-26,2,successful
2049,153,17.99,2025-08-10,7,failed
2050,1894,9.99,2022-05-18,1,failed
2051,2778,14.99,2022-12-20,2,successful
2052,849,39.99,2023-03-04,10,successful
2053,2506,9.99,2024-07-25,1,successful
2054,1949,199.99,2022-12-02,15,failed
2055,1567,19.99,2022-06-01,3,successful
2056,794,0.0,2023-05-02,11,successful
2057,948,39.99,2025-07-24,10,successful
2058,298,4.99,2025-05-06,12,successful
2059,1548,6.99,2025-08-21,13,successful
2060,461,9.99,2023-11-22,1,successful
2061,1968,14.99,2022-11-23,2,successful
2062,1712,9.99,2022-04-24,1,successful
2063,516,199.99,2022-10-25,15,successful
2064,2673,24.99,2024-06-29,8,successful
2065,745,24.99,2022-04-21,8,successful
2066,2542,29.99,2023-10-26,9,successful
2067,2218,29.99,2024-06-30,9,successful
2068,2243,199.99,2022-10-25,15,successful
2069,793,19.99,2022-11-22,3,successful
2070,2124,59.99,2022-02-22,14,failed
2071,686,17.99,2025-03-27,7,successful
2072,1193,5.99,2024-05-01,5,successful
2073,1498,29.99,2025-04-02,9,successful
2074,1109,24.99,2024-04-16,8,successful
2075,2326,17.99,2022-02-09,7,successful
2076,1087,24.99,2022-11-15,8,successful
2077,1053,199.99,2023-12-03,15,successful
2078,1889,49.99,2024-07-16,4,successful
2079,2847,5.99,2024-08-19,5,successful
2080,2197,5.99,2022-01-29,5,successful
2081,2855,4.99,2025-05-26,12,successful
2082,1303,24.99,2024-08-16,8,successful
2083,217,17.99,2022-06-26,7,successful
2084,2519,29.99,2024-10-21,9,successful
2085,628,29.99,2023-09-20,9,successful
2086,2140,9.99,2025-05-11,1,successful
2087,601,199.99,2024-04-01,15,successful
2088,292,4.99,2025-08-11,12,successful
2089,1054,14.99,2024-06-15,2,successful
2090,1400,49.99,2024-10-06,4,successful
2091,2114,17.99,2022-03-10,7,successful
2092,2985,4.99,2024-03-25,12,successful
2093,44,6.99,2023-02-17,13,successful
2094,2627,17.99,2024-02-14,7,successful
2095,1934,59.99,2025-03-28,14,successful
2096,2605,14.99,2022-10-23,2,successful
2097,2146,49.99,2022-09-10,4,successful
2098,1076,19.99,2025-02-14,3,successful
2099,976,12.99,2023-07-08,6,successful
2100,1634,6.99,2022-02-06,13,successful
2101,2474,14.99,2025-06-17,2,successful
2102,1072,29.99,2022-02-10,9,successful
2103,12,199.99,2022-08-31,15,successful
2104,2836,29.99,2024-03-30,9,successful
2105,421,12.99,2022-12-16,6,successful
2106,1915,0.0,2022-07-31,11,successful
2107,225,24.99,2023-08-08,8,successful
2108,927,49.99,2024-05-19,4,failed
2109,2372,12.99,2024-06-25,6,successful
2110,1856,4.99,2022-11-07,12,successful
2111,1203,17.99,2022-06-20,7,successful
2112,1342,14.99,2022-07-07,2,successful
2113,2338,199.99,2022-01-02,15,successful
2114,1921,9.99,2022-08-06,1,successful
2115,1484,9.99,2022-12-28,1,successful
2116,197,19.99,2023-12-14,3,successful
2117,2316,24.99,2022-12-01,8,successful
2118,2568,49.99,2025-06-19,4,successful
2119,336,9.99,2022-12-19,1,successful
2120,1928,12.99,2025-07-02,6,successful
2121,1939,5.99,2025-08-20,5,successful
2122,2838,0.0,2023-11-15,11,successful
2123,2455,17.99,2023-10-21,7,successful
2124,1849,4.99,2023-09-26,12,successful
2125,685,12.99,2022-11-06,6,successful
2126,2778,0.0,2025-06-14,11,successful
2127,1057,0.0,2025-08-21,11,successful
2128,1153,14.99,2024-04-08,2,successful
2129,1431,6.99,2023-03-09,13,successful
2130,162,6.99,2024-01-21,13,successful
2131,769,49.99,2024-07-28,4,failed
2132,2510,6.99,2023-04-16,13,successful
2133,1736,6.99,2024-03-20,13,successful
2134,2813,39.99,2024-07-05,10,successful
2135,472,4.99,2024-02-11,12,successful
2136,20,59.99,2024-12-21,14,successful
2137,2034,6.99,2022-07-01,13,successful
2138,1876,5.99,2025-05-11,5,successful
2139,1488,29.99,2023-09-03,9,successful
2140,1602,29.99,2024-11-08,9,successful
2141,1118,39.99,2025-06-07,10,successful
2142,239,49.99,2023-11-23,4,successful
2143,701,5.99,2022-04-03,5,successful
2144,1820,5.99,2023-06-28,5,successful
2145,2314,39.99,2025-03-28,10,successful
2146,857,19.99,2023-06-14,3,successful
2147,998,12.99,2022-10-25,6,failed
2148,2422,14.99,2022-07-19,2,failed
2149,371,4.99,2022-04-27,12,failed
2150,2123,12.99,2022-05-26,6,failed
2151,1026,17.99,2024-05-18,7,successful
2152,2498,29.99,2023-10-21,9,successful
2153,680,14.99,2023-05-13,2,successful
2154,2363,17.99,2022-08-30,7,successful
2155,859,9.99,2024-07-18,1,successful
2156,814,0.0,2023-07-18,11,successful
2157,2179,9.99,2022-03-23,1,successful
2158,606,0.0,2024-05-07,11,successful
2159,1418,39.99,2024-10-11,10,successful
2160,550,9.99,2023-11-17,1,successful
2161,1215,29.99,2022-12-02,9,successful
2162,2118,59.99,2024-09-18,14,failed
2163,2245,59.99,2022-07-28,14,successful
2164,578,14.99,2023-08-01,2,successful
2165,2798,5.99,2025-05-31,5,successful
2166,1148,24.99,2023-09-17,8,successful
2167,1208,19.99,2025-04-10,3,successful
2168,1867,14.99,2024-09-13,2,successful
2169,1033,0.0,2024-08-29,11,failed
2170,739,14.99,2023-06-22,2,successful
2171,1877,19.99,2024-10-19,3,successful
2172,195,6.99,2023-07-10,13,successful
2173,591,39.99,2023-01-06,10,successful
2174,1753,39.99,2024-10-28,10,successful
2175,2535,24.99,2025-04-22,8,failed
2176,2150,24.99,2024-08-21,8,successful
2177,1142,12.99,2024-11-16,6,successful
2178,1852,6.99,2023-08-27,13,failed
2179,966,5.99,2022-01-09,5,successful
2180,2501,199.99,2022-10-06,15,successful
2181,2381,4.99,2023-03-13,12,successful
2182,14,4.99,2023-11-04,12,failed
2183,1782,19.99,2024-07-18,3,successful
2184,263,4.99,2025-04-05,12,successful
2185,1544,199.99,2023-05-26,15,successful
2186,112,14.99,2022-11-10,2,successful
2187,2163,5.99,2023-08-27,5,successful
2188,993,17.99,2023-12-17,7,successful
2189,287,12.99,2024-04-18,6,successful
2190,1647,19.99,2022-09-28,3,successful
2191,984,59.99,2022-05-08,14,failed
2192,1907,9.99,2024-05-07,1,successful
2193,1034,29.99,2022-03-03,9,successful
2194,951,14.99,2024-02-15,2,successful
2195,2895,19.99,2024-07-09,3,successful
2196,1227,49.99,2023-05-24,4,successful
2197,1803,0.0,2022-12-27,11,successful
2198,2665,4.99,2024-10-04,12,successful
2199,1696,0.0,2025-08-21,11,successful
2200,1222,24.99,2023-12-23,8,successful
2201,257,6.99,2022-08-04,13,successful
2202,314,49.99,2025-01-18,4,successful
2203,2014,29.99,2023-01-16,9,successful
2204,2000,29.99,2022-04-08,9,failed
2205,1705,14.99,2023-10-16,2,successful
2206,1224,12.99,2025-06-29,6,successful
2207,1358,29.99,2024-04-01,9,successful
2208,1449,17.99,2023-10-30,7,successful
2209,1215,14.99,2024-12-06,2,failed
2210,677,0.0,2025-02-02,11,successful
2211,721,12.99,2022-10-13,6,successful
2212,702,199.99,2024-12-07,15,successful
2213,1562,17.99,2025-04-11,7,successful
2214,1295,59.99,2025-06-10,14,successful
2215,2414,199.99,2025-05-25,15,successful
2216,1271,19.99,2025-01-04,3,successful
2217,641,4.99,2024-12-26,12,failed
2218,1840,199.99,2022-03-15,15,successful
2219,183,49.99,2022-06-12,4,successful
2220,2763,19.99,2025-06-17,3,successful
2221,1886,14.99,2022-12-10,2,successful
2222,653,199.99,2022-02-04,15,successful
2223,1772,17.99,2024-12-07,7,successful
2224,1201,19.99,2024-06-25,3,failed
2225,1969,29.99,2024-03-08,9,successful
2226,2219,4.99,2023-11-24,12,successful
2227,590,29.99,2024-08-05,9,successful
2228,120,4.99,2023-05-14,12,successful
2229,2072,199.99,2024-09-16,15,successful
2230,928,59.99,2023-07-05,14,successful
2231,328,4.99,2022-01-15,12,successful
2232,2728,29.99,2023-04-12,9,successful
2233,1090,0.0,2025-07-20,11,successful
2234,2608,4.99,2024-01-25,12,successful
2235,1402,199.99,2024-05-20,15,successful
2236,2664,19.99,2024-07-16,3,successful
2237,2924,6.99,2022-03-16,13,successful
2238,1355,49.99,2023-11-27,4,successful
2239,2891,39.99,2024-08-20,10,successful
2240,516,6.99,2024-08-04,13,successful
2241,2606,0.0,2022-09-17,11,successful
2242,1411,59.99,2024-07-06,14,failed
2243,93,5.99,2022-12-01,5,successful
2244,172,6.99,2022-11-09,13,successful
2245,1384,5.99,2024-04-20,5,successful
2246,2976,6.99,2023-04-02,13,failed
2247,1843,199.99,2024-07-27,15,successful
2248,1201,14.99,2022-08-01,2,successful
2249,2286,29.99,2022-05-22,9,successful
2250,2392,17.99,2025-07-29,7,successful
2251,1170,17.99,2025-08-13,7,successful
2252,2162,17.99,2023-12-05,7,successful
2253,42,5.99,2023-07-25,5,successful
2254,1084,4.99,2024-06-02,12,successful
2255,935,49.99,2023-01-19,4,successful
2256,2555,59.99,2022-05-25,14,failed
2257,668,5.99,2025-01-19,5,successful
2258,1443,29.99,2024-08-10,9,failed
2259,1793,9.99,2022-01-22,1,successful
2260,1734,199.99,2022-11-28,15,successful
2261,2519,5.99,2023-10-03,5,successful
2262,2429,0.0,2023-07-26,11,failed
2263,1728,5.99,2022-03-07,5,successful
2264,99,0.0,2025-02-10,11,successful
2265,846,9.99,2022-06-24,1,successful
2266,2943,9.99,2023-04-07,1,successful
2267,1004,39.99,2024-11-13,10,successful
2268,481,49.99,2024-10-30,4,successful
2269,1540,19.99,2025-01-19,3,successful
2270,1458,17.99,2025-01-30,7,successful
2271,1313,199.99,2025-01-27,15,successful
2272,311,9.99,2025-01-12,1,successful
2273,480,12.99,2023-03-24,6,successful
2274,1148,59.99,2023-02-09,14,successful
2275,1878,9.99,2022-09-22,1,successful
2276,1843,24.99,2022-12-06,8,successful
2277,1888,14.99,2023-10-15,2,failed
2278,1499,39.99,2024-06-02,10,successful
2279,1508,24.99,2025-04-05,8,successful
2280,1212,12.99,2024-10-10,6,successful
2281,1406,39.99,2025-03-13,10,successful
2282,1507,9.99,2023-12-03,1,successful
2283,2657,49.99,2025-07-12,4,successful
2284,2307,4.99,2025-07-17,12,successful
2285,470,5.99,2024-11-18,5,successful
2286,1173,199.99,2022-06-02,15,successful
2287,2557,12.99,2022-11-25,6,successful
2288,537,4.99,2024-01-22,12,successful
2289,253,24.99,2024-12-20,8,successful
2290,2051,19.99,2022-06-02,3,successful
2291,1284,14.99,2022-05-18,2,successful
2292,2908,19.99,2022-07-09,3,successful
2293,1533,24.99,2023-08-28,8,successful
2294,1310,19.99,2022-05-03,3,successful
2295,166,6.99,2022-10-05,13,successful
2296,1580,6.99,2025-06-29,13,successful
2297,1898,49.99,2022-02-22,4,successful
2298,2241,19.99,2023-09-07,3,failed
2299,773,59.99,2024-01-13,14,successful
2300,992,19.99,2022-07-07,3,successful
2301,1166,199.99,2023-08-09,15,successful
2302,2877,19.99,2025-04-08,3,successful
2303,1788,49.99,2023-08-17,4,successful
2304,91,39.99,2023-05-29,10,successful
2305,2935,14.99,2025-02-03,2,failed
2306,1482,4.99,2022-12-04,12,successful
2307,2342,12.99,2025-04-08,6,successful
2308,2898,9.99,2023-08-02,1,failed
2309,1960,39.99,2023-06-02,10,successful
2310,2685,49.99,2022-11-12,4,successful
2311,1666,9.99,2022-06-26,1,successful
2312,2435,14.99,2022-08-22,2,successful
2313,1240,4.99,2023-04-23,12,successful
2314,2058,4.99,2024-01-22,12,successful
2315,828,49.99,2025-05-15,4,successful
2316,2554,17.99,2022-12-27,7,successful
2317,1752,29.99,2024-05-01,9,successful
2318,2022,49.99,2023-08-18,4,successful
2319,476,6.99,2022-08-27,13,successful
2320,678,39.99,2022-06-26,10,successful
2321,2899,49.99,2024-10-26,4,successful
2322,917,9.99,2022-07-08,1,successful
2323,1251,29.99,2022-03-12,9,successful
2324,2154,39.99,2022-04-14,10,successful
2325,2641,29.99,2022-05-24,9,successful
2326,2775,17.99,2023-09-11,7,successful
2327,647,49.99,2022-08-28,4,successful
2328,442,0.0,2025-03-25,11,successful
2329,148,29.99,2022-11-12,9,successful
2330,889,49.99,2023-10-20,4,successful
2331,2301,4.99,2023-02-28,12,successful
2332,621,49.99,2024-06-01,4,successful
2333,2565,17.99,2024-09-28,7,successful
2334,1231,199.99,2022-05-22,15,failed
2335,349,9.99,2023-03-22,1,successful
2336,2307,14.99,2025-06-20,2,successful
2337,2074,6.99,2024-09-08,13,successful
2338,1316,59.99,2022-03-03,14,successful
2339,2959,49.99,2022-11-22,4,successful
2340,1020,5.99,2023-06-24,5,successful
2341,1761,9.99,2024-10-06,1,successful
2342,2127,24.99,2024-03-11,8,successful
2343,2931,24.99,2024-07-18,8,successful
2344,2881,19.99,2024-01-04,3,successful
2345,2675,24.99,2022-11-08,8,successful
2346,1546,6.99,2023-03-04,13,successful
2347,107,59.99,2023-02-06,14,successful
2348,2632,29.99,2022-06-07,9,successful
2349,2752,4.99,2022-04-23,12,successful
2350,2827,6.99,2024-06-19,13,failed
2351,127,49.99,2025-03-20,4,successful
2352,843,9.99,2024-05-19,1,successful
2353,1891,9.99,2022-01-28,1,successful
2354,2489,5.99,2024-04-04,5,failed
2355,1626,17.99,2025-05-23,7,successful
2356,2932,19.99,2023-05-23,3,successful
2357,1890,9.99,2022-03-01,1,successful
2358,2791,12.99,2024-12-06,6,successful
2359,109,39.99,2024-10-11,10,successful
2360,270,5.99,2022-04-10,5,successful
2361,811,49.99,2023-01-09,4,successful
2362,883,59.99,2022-03-04,14,successful
2363,1664,12.99,2024-12-30,6,successful
2364,1201,5.99,2025-01-14,5,successful
2365,2262,49.99,2025-06-30,4,successful
2366,701,49.99,2024-08-16,4,successful
2367,3000,9.99,2025-03-29,1,successful
2368,583,29.99,2023-10-28,9,failed
2369,2837,19.99,2024-02-05,3,successful
2370,1384,4.99,2023-07-16,12,successful
2371,462,49.99,2025-06-24,4,successful
2372,2360,17.99,2022-02-19,7,failed
2373,1274,29.99,2022-12-05,9,successful
2374,964,17.99,2024-10-12,7,successful
2375,845,29.99,2024-09-28,9,successful
2376,2305,59.99,2025-07-24,14,successful
2377,986,29.99,2022-02-04,9,successful
2378,2847,49.99,2024-04-22,4,successful
2379,1492,29.99,2023-09-30,9,successful
2380,1121,29.99,2024-06-01,9,successful
2381,2916,5.99,2022-07-21,5,successful
2382,2012,6.99,2022-06-30,13,successful
2383,1640,49.99,2022-08-05,4,successful
2384,1414,199.99,2022-12-12,15,successful
2385,1970,17.99,2022-03-18,7,successful
2386,1468,29.99,2023-09-11,9,successful
2387,424,14.99,2023-07-06,2,successful
2388,326,12.99,2024-06-18,6,successful
2389,462,4.99,2023-10-01,12,successful
2390,2880,17.99,2022-05-21,7,successful
2391,2208,17.99,2022-08-31,7,successful
2392,1584,199.99,2022-03-05,15,successful
2393,1537,14.99,2022-07-02,2,successful
2394,682,17.99,2022-02-15,7,successful
2395,1400,12.99,2025-07-15,6,successful
2396,1437,199.99,2023-06-13,15,successful
2397,1632,29.99,2023-05-21,9,successful
2398,1047,199.99,2023-04-20,15,successful
2399,367,5.99,2022-02-25,5,successful
2400,2772,5.99,2025-07-18,5,successful
2401,1151,12.99,2025-03-06,6,successful
2402,1681,6.99,2024-05-18,13,successful
2403,946,9.99,2022-06-26,1,successful
2404,1695,0.0,2022-10-09,11,successful
2405,614,49.99,2024-12-06,4,successful
2406,2405,24.99,2023-07-01,8,successful
2407,2829,14.99,2025-08-27,2,successful
2408,1823,4.99,2023-03-02,12,successful
2409,2173,49.99,2024-12-31,4,successful
2410,227,39.99,2023-10-28,10,successful
2411,2585,24.99,2022-02-13,8,failed
2412,2399,49.99,2023-06-14,4,successful
2413,2934,39.99,2025-03-20,10,successful
2414,2798,199.99,2024-01-09,15,successful
2415,465,14.99,2023-01-23,2,successful
2416,2840,6.99,2023-06-16,13,successful
2417,79,49.99,2023-07-18,4,successful
2418,2574,5.99,2025-02-24,5,successful
2419,1941,59.99,2024-08-07,14,successful
2420,2831,17.99,2022-12-20,7,successful
2421,2337,12.99,2025-03-26,6,successful
2422,2908,14.99,2023-09-17,2,successful
2423,2433,12.99,2023-06-07,6,successful
2424,1586,17.99,2025-03-25,7,successful
2425,567,59.99,2022-06-23,14,failed
2426,2854,24.99,2023-12-26,8,successful
2427,535,24.99,2023-12-04,8,successful
2428,32,9.99,2022-08-18,1,successful
2429,2943,59.99,2022-05-17,14,successful
2430,1831,49.99,2023-07-09,4,successful
2431,2376,0.0,2023-08-06,11,successful
2432,1307,39.99,2023-01-13,10,successful
2433,2762,14.99,2024-04-18,2,successful
2434,2257,49.99,2022-11-29,4,successful
2435,3000,29.99,2025-05-26,9,successful
2436,374,0.0,2022-04-05,11,successful
2437,1823,9.99,2024-08-10,1,successful
2438,424,19.99,2025-06-29,3,successful
2439,2688,12.99,2024-07-07,6,successful
2440,307,4.99,2023-05-06,12,successful
2441,1109,59.99,2025-03-05,14,successful
2442,1155,14.99,2023-08-14,2,successful
2443,2891,199.99,2025-07-28,15,successful
2444,1005,12.99,2023-12-20,6,successful
2445,2220,49.99,2025-08-03,4,successful
2446,693,0.0,2024-12-31,11,successful
2447,2921,12.99,2024-04-10,6,successful
2448,2351,29.99,2022-09-13,9,successful
2449,198,199.99,2022-10-11,15,successful
2450,1335,17.99,2023-07-15,7,successful
2451,2913,24.99,2022-07-16,8,successful
2452,1400,29.99,2025-02-21,9,successful
2453,2986,4.99,2022-05-13,12,successful
2454,1920,9.99,2024-12-04,1,successful
2455,1138,14.99,2022-01-05,2,successful
2456,2363,14.99,2022-08-26,2,failed
2457,489,14.99,2023-09-08,2,failed
2458,1056,5.99,2024-02-21,5,successful
2459,335,14.99,2025-04-08,2,successful
2460,988,9.99,2025-03-26,1,successful
2461,1243,19.99,2023-09-11,3,successful
2462,2005,49.99,2024-11-23,4,failed
2463,2669,6.99,2023-11-21,13,failed
2464,757,49.99,2024-10-14,4,failed
2465,2741,24.99,2023-08-22,8,successful
2466,2982,24.99,2024-07-27,8,successful
2467,1921,29.99,2025-02-21,9,successful
2468,2591,19.99,2023-11-29,3,successful
2469,1370,199.99,2022-07-14,15,successful
2470,2662,4.99,2025-02-10,12,successful
2471,2256,19.99,2022-12-06,3,successful
2472,2342,39.99,2022-05-04,10,successful
2473,2728,17.99,2024-04-23,7,successful
2474,608,29.99,2024-05-31,9,successful
2475,2945,59.99,2023-02-21,14,successful
2476,881,59.99,2025-03-15,14,successful
2477,1479,24.99,2022-05-10,8,successful
2478,1649,6.99,2024-12-20,13,successful
2479,445,6.99,2022-01-03,13,successful
2480,774,0.0,2024-08-25,11,successful
2481,2432,59.99,2022-02-13,14,successful
2482,1008,24.99,2024-12-01,8,successful
2483,2162,0.0,2024-11-14,11,successful
2484,1708,199.99,2024-06-09,15,successful
2485,2376,49.99,2022-12-03,4,successful
2486,2894,9.99,2025-03-14,1,failed
2487,2109,49.99,2023-07-14,4,successful
2488,2433,19.99,2024-06-10,3,successful
2489,1248,29.99,2024-06-20,9,successful
2490,2803,19.99,2025-06-14,3,successful
2491,243,59.99,2024-08-30,14,successful
2492,2758,59.99,2023-07-05,14,successful
2493,1618,12.99,2024-06-23,6,successful
2494,1929,17.99,2024-01-09,7,successful
2495,368,6.99,2025-05-09,13,successful
2496,2057,14.99,2024-07-03,2,failed
2497,1112,24.99,2024-09-03,8,successful
2498,15,59.99,2022-03-24,14,successful
2499,1368,6.99,2022-09-29,13,successful
2500,250,19.99,2024-06-14,3,failed
2501,1627,39.99,2023-04-08,10,successful
2502,513,59.99,2024-03-07,14,successful
2503,1048,12.99,2022-12-18,6,failed
2504,1521,24.99,2023-04-02,8,successful
2505,2506,199.99,2022-03-09,15,failed
2506,1891,6.99,2023-06-13,13,successful
2507,161,4.99,2024-02-20,12,successful
2508,355,17.99,2024-11-20,7,successful
2509,2652,19.99,2023-07-11,3,successful
2510,1961,12.99,2022-09-08,6,successful
2511,2901,29.99,2023-02-14,9,successful
2512,2593,39.99,2025-04-30,10,failed
2513,254,4.99,2024-01-04,12,successful
2514,860,17.99,2024-04-15,7,successful
2515,856,49.99,2022-10-06,4,successful
2516,945,49.99,2023-06-13,4,successful
2517,2183,12.99,2024-03-30,6,successful
2518,2129,49.99,2024-08-11,4,successful
2519,898,24.99,2022-12-28,8,successful
2520,2375,49.99,2022-07-28,4,successful
2521,940,4.99,2024-08-23,12,successful
2522,2863,4.99,2022-04-19,12,successful
2523,2839,39.99,2023-10-02,10,successful
2524,851,5.99,2022-03-11,5,successful
2525,1826,9.99,2023-07-02,1,successful
2526,956,199.99,2023-02-07,15,successful
2527,2590,0.0,2025-01-05,11,successful
2528,2108,49.99,2024-12-28,4,successful
2529,1633,0.0,2022-06-18,11,successful
2530,2645,24.99,2025-01-26,8,successful
2531,52,5.99,2024-08-09,5,successful
2532,414,39.99,2024-12-08,10,successful
2533,2629,0.0,2024-02-01,11,successful
2534,2815,0.0,2022-08-21,11,successful
2535,1725,39.99,2024-02-29,10,successful
2536,2673,0.0,2024-03-01,11,successful
2537,2892,12.99,2023-09-22,6,successful
2538,2831,19.99,2022-07-16,3,successful
2539,2727,4.99,2025-01-09,12,successful
2540,1899,39.99,2022-11-19,10,successful
2541,124,12.99,2023-02-27,6,successful
2542,2578,59.99,2024-07-11,14,successful
2543,2468,17.99,2024-12-05,7,successful
2544,2527,49.99,2023-06-23,4,successful
2545,544,29.99,2025-02-12,9,successful
2546,2344,9.99,2023-03-29,1,successful
2547,2514,199.99,2025-05-28,15,successful
2548,2773,0.0,2024-11-26,11,successful
2549,2776,49.99,2022-06-14,4,successful
2550,94,49.99,2022-12-04,4,successful
2551,2089,12.99,2025-04-06,6,successful
2552,1723,12.99,2024-01-14,6,successful
2553,2790,0.0,2022-03-03,11,successful
2554,48,17.99,2024-06-11,7,successful
2555,2660,29.99,2024-04-09,9,successful
2556,151,17.99,2025-08-16,7,successful
2557,1220,24.99,2024-05-05,8,successful
2558,1220,59.99,2025-03-09,14,successful
2559,2179,17.99,2023-05-21,7,successful
2560,2391,12.99,2025-06-14,6,successful
2561,2994,9.99,2023-04-19,1,successful
2562,759,5.99,2022-10-28,5,successful
2563,1562,19.99,2022-11-09,3,successful
2564,1444,39.99,2024-03-31,10,successful
2565,2774,24.99,2023-08-28,8,successful
2566,2772,17.99,2023-04-12,7,successful
2567,1054,39.99,2023-11-21,10,failed
2568,1184,9.99,2023-02-16,1,successful
2569,1425,12.99,2023-08-09,6,successful
2570,1784,6.99,2025-08-30,13,successful
2571,306,24.99,2022-04-30,8,successful
2572,890,9.99,2022-04-20,1,successful
2573,373,9.99,2022-10-27,1,successful
2574,1916,49.99,2024-02-18,4,successful
2575,908,0.0,2022-12-10,11,successful
2576,1600,0.0,2024-08-02,11,successful
2577,2886,59.99,2023-01-16,14,successful
2578,2989,49.99,2023-08-07,4,failed
2579,1852,5.99,2025-03-01,5,successful
2580,268,17.99,2024-03-12,7,successful
2581,394,39.99,2022-09-11,10,successful
2582,43,5.99,2025-01-28,5,successful
2583,1624,4.99,2022-02-16,12,successful
2584,852,59.99,2022-11-12,14,successful
2585,1247,199.99,2024-07-05,15,successful
2586,2285,199.99,2025-03-15,15,successful
2587,810,0.0,2024-08-18,11,successful
2588,2516,12.99,2025-07-14,6,failed
2589,375,24.99,2024-06-01,8,successful
2590,2525,0.0,2022-02-17,11,successful
2591,2031,14.99,2024-04-29,2,successful
2592,2897,0.0,2024-01-20,11,successful
2593,2291,14.99,2022-01-30,2,successful
2594,2011,59.99,2023-05-21,14,successful
2595,1715,17.99,2025-03-22,7,successful
2596,1045,199.99,2024-10-08,15,successful
2597,2821,49.99,2025-01-10,4,successful
2598,2250,199.99,2022-04-27,15,successful
2599,2915,12.99,2022-09-25,6,successful
2600,2346,9.99,2023-11-11,1,successful
2601,1413,199.99,2022-06-29,15,successful
2602,1813,29.99,2023-09-13,9,successful
2603,1813,14.99,2025-04-30,2,successful
2604,2211,29.99,2023-04-30,9,failed
2605,1121,49.99,2023-06-25,4,successful
2606,2484,59.99,2024-04-05,14,successful
2607,2536,49.99,2024-10-27,4,successful
2608,647,4.99,2023-10-25,12,successful
2609,982,9.99,2024-11-13,1,successful
2610,2642,39.99,2024-03-09,10,successful
2611,2492,0.0,2022-12-05,11,successful
2612,911,5.99,2023-04-21,5,successful
2613,2165,17.99,2025-05-03,7,successful
2614,460,19.99,2022-07-29,3,successful
2615,1593,9.99,2023-04-27,1,successful
2616,261,9.99,2024-12-03,1,successful
2617,859,12.99,2023-09-28,6,successful
2618,1191,17.99,2024-05-24,7,successful
2619,1228,39.99,2022-05-01,10,successful
2620,1649,5.99,2024-06-22,5,successful
2621,1763,4.99,2025-04-08,12,successful
2622,336,17.99,2022-06-16,7,successful
2623,475,6.99,2023-11-24,13,successful
2624,974,4.99,2025-03-22,12,successful
2625,1660,4.99,2023-10-04,12,failed
2626,2258,6.99,2024-04-17,13,successful
2627,2913,199.99,2022-05-24,15,successful
2628,2617,9.99,2022-03-28,1,successful
2629,1240,14.99,2023-10-05,2,successful
2630,908,49.99,2023-03-20,4,successful
2631,2228,17.99,2024-04-01,7,successful
2632,916,29.99,2023-10-05,9,successful
2633,2,6.99,2022-02-23,13,successful
2634,1388,6.99,2024-09-13,13,successful
